Date/Time,ZONE 1:Zone Measured Air Temperature [C](TimeStep),ZONE 2:Zone Measured Air Temperature [C](TimeStep),ZONE 3:Zone Measured Air Temperature [C](TimeStep),ZONE 4:Zone Measured Air Temperature [C](TimeStep)
 01/07  09:40:00,-10.75153529,-10.56157644,-11.44509651,-10.86057909
 01/07  09:50:00,-10.65952028,-10.44639109,-11.38531946,-10.82090237
 01/07  10:00:00,-10.58517962,-10.33544658,-11.32726854,-10.7816461
 01/07  10:10:00,-10.51990886,-10.22813131,-11.27071548,-10.74269135
 01/07  10:20:00,-10.45957526,-10.12393825,-11.21547031,-10.7039434
 01/07  10:30:00,-10.40194032,-10.0224007,-11.1613484,-10.66531119
 01/07  10:40:00,-10.3459416,-9.923296723,-11.10824737,-10.62675746
 01/07  10:50:00,-10.2908197,-9.826421469,-11.05606293,-10.58824171
 01/07  11:00:00,-10.23588266,-9.731538502,-11.00467743,-10.54971231
 01/07  11:10:00,-10.1857504,-9.639894043,-10.95480682,-10.51167864
 01/07  11:20:00,-10.14130101,-9.552071311,-10.90682125,-10.47442456
 01/07  11:30:00,-10.10072034,-9.467974383,-10.86072298,-10.43799024
 01/07  11:40:00,-10.06202307,-9.387319177,-10.81638743,-10.40232997
 01/07  11:50:00,-10.0237773,-9.309768439,-10.77365771,-10.36737387
 01/07  12:00:00,-9.986380998,-9.234995818,-10.73238527,-10.33305488
 01/07  12:10:00,-9.947488083,-9.161695839,-10.69190737,-10.29895596
 01/07  12:20:00,-9.907407335,-9.089044566,-10.65179992,-10.26481294
 01/07  12:30:00,-9.867305948,-9.016732505,-10.61189221,-10.23052705
 01/07  12:40:00,-9.828265922,-8.944823486,-10.57218051,-10.19611005
 01/07  12:50:00,-9.790777786,-8.873437325,-10.53268636,-10.16159108
 01/07  13:00:00,-9.754872907,-8.8026522,-10.49341596,-10.12698962
 01/07  13:10:00,-9.7225831,-8.733104959,-10.45467498,-10.09252812
 01/07  13:20:00,-9.694443075,-8.665157782,-10.41663604,-10.05834287
 01/07  13:30:00,-9.669810675,-8.598892833,-10.37933226,-10.0244781
 01/07  13:40:00,-9.648145637,-8.534434777,-10.34280408,-9.990983214
 01/07  13:50:00,-9.629003932,-8.471884109,-10.3070657,-9.957889783
 01/07  14:00:00,-9.611992292,-8.411276625,-10.27211167,-9.925215731
 01/07  14:10:00,-9.599770129,-8.353472379,-10.2384174,-9.893303289
 01/07  14:20:00,-9.592815379,-8.298946767,-10.20625307,-9.862361267
 01/07  14:30:00,-9.590104102,-8.2477751,-10.1756728,-9.832455675
 01/07  14:40:00,-9.590922757,-8.200188401,-10.1467538,-9.803668156
 01/07  14:50:00,-9.594755724,-8.156323772,-10.11952316,-9.776046336
 01/07  15:00:00,-9.601135148,-8.116205223,-10.09396563,-9.749608464
 01/07  15:10:00,-9.610324708,-8.079991132,-10.07012411,-9.72441224
 01/07  15:20:00,-9.621726312,-8.047570985,-10.04795241,-9.700454033
 01/07  15:30:00,-9.633950579,-8.018913688,-10.02742611,-9.677742679
 01/07  15:40:00,-9.646900137,-7.994619227,-10.00875472,-9.656443389
 01/07  15:50:00,-9.660784776,-7.975087779,-9.992069284,-9.63666978
 01/07  16:00:00,-9.675577559,-7.960433779,-9.977404366,-9.618471113
 01/07  16:10:00,-9.696674851,-7.952277731,-9.965615491,-9.602450597
 01/07  16:20:00,-9.725346223,-7.9512871,-9.957132798,-9.58893351
 01/07  16:30:00,-9.759710156,-7.957399289,-9.952016577,-9.578000083
 01/07  16:40:00,-9.797944055,-7.970982636,-9.950428461,-9.569798255
 01/07  16:50:00,-9.837413073,-7.9903115,-9.951757823,-9.563953922
 01/07  17:00:00,-9.876281602,-8.013783415,-9.955463192,-9.560129699
 01/07  17:10:00,-9.908463383,-8.038805105,-9.96037617,-9.557553441
 01/07  17:20:00,-9.932637786,-8.063966151,-9.96583016,-9.555775239
 01/07  17:30:00,-9.950782409,-8.088839361,-9.971607171,-9.554637665
 01/07  17:40:00,-9.965421191,-8.113424417,-9.97768979,-9.554114553
 01/07  17:50:00,-9.978354525,-8.13781891,-9.98411007,-9.554212121
 01/07  18:00:00,-9.990580458,-8.162107241,-9.990897592,-9.554934788
 01/07  18:10:00,-10.00619558,-8.187402124,-9.998614788,-9.556647088
 01/07  18:20:00,-10.02659433,-8.214356116,-10.00759372,-9.559569846
 01/07  18:30:00,-10.05109851,-8.243120833,-10.0179315,-9.563762083
 01/07  18:40:00,-10.07856415,-8.273627295,-10.02961227,-9.569208899
 01/07  18:50:00,-10.10811277,-8.305756871,-10.04259619,-9.575879181
 01/07  19:00:00,-10.13931397,-8.339409485,-10.05685065,-9.583745977
 01/07  19:10:00,-10.31164197,-8.417074851,-10.09496394,-9.608996933
 01/07  19:20:00,-10.51504708,-8.517380558,-10.14643722,-9.644462589
 01/07  19:30:00,-10.67116555,-8.619096992,-10.20046741,-9.682607468
 01/07  19:40:00,-10.76904072,-8.713221141,-10.25224282,-9.719996506
 01/07  19:50:00,-10.82790216,-8.798515353,-10.30083609,-9.75587605
 01/07  20:00:00,-10.86750332,-8.876364044,-10.34668194,-9.790447165
 01/07  20:10:00,-10.90619876,-8.950222162,-10.39145749,-9.824777834
 01/07  20:20:00,-10.95038807,-9.022221144,-10.43619149,-9.859521964
 01/07  20:30:00,-10.99944419,-9.093197805,-10.48125379,-9.894903626
 01/07  20:40:00,-11.05118599,-9.163389311,-10.52670951,-9.9309476
 01/07  20:50:00,-11.10417611,-9.232879773,-10.57254909,-9.967630248
 01/07  21:00:00,-11.1578871,-9.301757427,-10.61876996,-10.0049334
 01/07  21:10:00,-11.20905843,-9.36927411,-10.66488103,-10.04250814
 01/07  21:20:00,-11.25686634,-9.43507103,-10.71061014,-10.08014694
 01/07  21:30:00,-11.30220764,-9.499187321,-10.75591404,-10.11779873
 01/07  21:40:00,-11.34630308,-9.561828732,-10.80085132,-10.15547835
 01/07  21:50:00,-11.389946,-9.623218567,-10.84549935,-10.19321928
 01/07  22:00:00,-11.43355662,-9.683547567,-10.88992515,-10.23104686
 01/07  22:10:00,-11.73119232,-9.782291706,-10.94818592,-10.27472408
 01/07  22:20:00,-12.16669867,-9.992938768,-11.07994343,-10.37716763
 01/07  22:30:00,-12.45973809,-10.20298035,-11.21650066,-10.48575942
 01/07  22:40:00,-12.59550709,-10.38023773,-11.33737309,-10.58454989
 01/07  22:50:00,-12.64542928,-10.52708454,-11.44281199,-10.67331569
 01/07  23:00:00,-12.66629269,-10.65246493,-11.53722544,-10.7550462
 01/07  23:10:00,-12.69632198,-10.76657485,-11.62609727,-10.83344867
 01/07  23:20:00,-12.74317608,-10.87472508,-11.71226196,-10.91040177
 01/07  23:30:00,-12.80088019,-10.97874612,-11.79662187,-10.98646588
 01/07  23:40:00,-12.86282593,-11.07911012,-11.8793268,-11.06169439
 01/07  23:50:00,-12.925665,-11.17604115,-11.96039712,-11.13605803
 01/07  24:00:00,-12.98853257,-11.26983293,-12.03990473,-11.20956708
 01/08  00:10:00,-13.05760475,-11.36245411,-12.11896081,-11.28294277
 01/08  00:20:00,-13.13440312,-11.45511914,-12.19826534,-11.35664585
 01/08  00:30:00,-13.21697055,-11.54822985,-12.2780577,-11.43083723
 01/08  00:40:00,-13.30286649,-11.64180944,-12.35835901,-11.5055342
 01/08  00:50:00,-13.39051691,-11.73579418,-12.43913734,-11.58071805
 01/08  01:00:00,-13.47921374,-11.83013794,-12.52036816,-11.65637379
 01/08  01:10:00,-13.5552629,-11.92125073,-12.599854,-11.73100698
 01/08  01:20:00,-13.61558961,-12.00725063,-12.67634904,-11.80373744
 01/08  01:30:00,-13.66451768,-12.08794679,-12.74961184,-11.8743477
 01/08  01:40:00,-13.70727788,-12.16389778,-12.81985639,-11.94292752
 01/08  01:50:00,-13.74718501,-12.2357737,-12.8873867,-12.00963487
 01/08  02:00:00,-13.78570238,-12.30413546,-12.95246757,-12.07460992
 01/08  02:10:00,-13.8234872,-12.36946088,-13.01533109,-12.13797668
 01/08  02:20:00,-13.8607536,-12.43212474,-13.07616597,-12.19983633
 01/08  02:30:00,-13.8975732,-12.49242927,-13.13513117,-12.26027527
 01/08  02:40:00,-13.93400009,-12.55063069,-13.19236751,-12.31937161
 01/08  02:50:00,-13.97009109,-12.60695302,-13.24800324,-12.37719816
 01/08  03:00:00,-14.00589635,-12.66159389,-13.30215598,-12.43382331
 01/08  03:10:00,-14.04144811,-12.71472074,-13.35493166,-12.48930988
 01/08  03:20:00,-14.07676832,-12.76648063,-13.40642713,-12.54371662
 01/08  03:30:00,-14.11187364,-12.81700539,-13.45673161,-12.59709892
 01/08  03:40:00,-14.14677703,-12.86641306,-13.5059273,-12.649509
 01/08  03:50:00,-14.18148817,-12.91480851,-13.55408967,-12.70099586
 01/08  04:00:00,-14.216014,-12.96228428,-13.60128786,-12.75160543
 01/08  04:10:00,-14.25754957,-13.01083905,-13.64875766,-12.80217938
 01/08  04:20:00,-14.30770252,-13.06156203,-13.69722482,-12.85323013
 01/08  04:30:00,-14.36414256,-13.11461671,-13.74687424,-12.90491326
 01/08  04:40:00,-14.4240426,-13.16975979,-13.79764136,-12.95721654
 01/08  04:50:00,-14.48559859,-13.22668337,-13.84940869,-13.01008856
 01/08  05:00:00,-14.54800378,-13.28513193,-13.90207576,-13.06348522
 01/08  05:10:00,-14.60369054,-13.34297837,-13.95438309,-13.11656996
 01/08  05:20:00,-14.65093952,-13.39905643,-14.00559895,-13.1688451
 01/08  05:30:00,-14.69205926,-13.45313338,-14.05554496,-13.22017641
 01/08  05:40:00,-14.729844,-13.50539937,-14.10428667,-13.27059259
 01/08  05:50:00,-14.76605784,-13.55611328,-14.15194326,-13.32016093
 01/08  06:00:00,-14.80147374,-13.60548535,-14.1986177,-13.36894101
 01/08  06:10:00,-14.59096369,-13.58237137,-14.20188527,-13.38503761
 01/08  06:20:00,-14.31648495,-13.51980091,-14.18001025,-13.38155184
 01/08  06:30:00,-14.11303712,-13.45177872,-14.15243319,-13.37269906
 01/08  06:40:00,-14.00355573,-13.39315668,-14.12800631,-13.36507151
 01/08  06:50:00,-13.95868856,-13.34637011,-14.1085861,-13.36018198
 01/08  07:00:00,-13.94643389,-13.30958301,-14.0935422,-13.35771268
 01/08  07:10:00,-13.9443665,-13.27968384,-14.08137535,-13.35671558
 01/08  07:20:00,-13.94396271,-13.2546891,-14.07114857,-13.3566083
 01/08  07:30:00,-13.9412732,-13.22998083,-14.06148023,-13.35650093
 01/08  07:40:00,-13.93562617,-13.20404054,-14.05191691,-13.35611449
 01/08  07:50:00,-13.92766929,-13.17674534,-14.04234457,-13.35539136
 01/08  08:00:00,-13.91792354,-13.14802111,-14.03263509,-13.3542607
 01/08  08:10:00,-13.88576398,-13.11224357,-14.01937002,-13.35041533
 01/08  08:20:00,-13.82581523,-13.06624395,-14.00050827,-13.34243734
 01/08  08:30:00,-13.74404202,-13.00943058,-13.97549082,-13.32988411
 01/08  08:40:00,-13.64966096,-12.94354857,-13.94483992,-13.31303806
 01/08  08:50:00,-13.54823435,-12.87035955,-13.90915866,-13.29224592
 01/08  09:00:00,-13.44212813,-12.79077395,-13.86887402,-13.26774682
 01/08  09:10:00,-13.2787213,-12.68958179,-13.81706699,-13.23372845
 01/08  09:20:00,-13.11084869,-12.57771008,-13.75918143,-13.19422345
 01/08  09:30:00,-12.97222365,-12.4648249,-13.6999302,-13.15285862
 01/08  09:40:00,-12.86498489,-12.35467745,-13.6411886,-13.11113578
 01/08  09:50:00,-12.77818022,-12.24755621,-13.58318559,-13.06929401
 01/08  10:00:00,-12.70133597,-12.14268609,-13.52563317,-13.02716159
 01/08  10:10:00,-12.63188867,-12.04031692,-13.46880082,-12.98492833
 01/08  10:20:00,-12.56798104,-11.94049385,-13.41281228,-12.94269244
 01/08  10:30:00,-12.50746906,-11.84295363,-13.35760199,-12.90043031
 01/08  10:40:00,-12.44913405,-11.74762839,-13.30314251,-12.85814523
 01/08  10:50:00,-12.3921926,-11.65441471,-13.24937444,-12.81581868
 01/08  11:00:00,-12.33601078,-11.56315518,-13.196215,-12.77341537
 01/08  11:10:00,-12.28306058,-11.47452895,-13.14405548,-12.73122011
 01/08  11:20:00,-12.23371604,-11.38884227,-13.09309069,-12.6893894
 01/08  11:30:00,-12.18686682,-11.30601432,-13.04330669,-12.64794123
 01/08  11:40:00,-12.1404717,-11.22560126,-12.99449356,-12.60676117
 01/08  11:50:00,-12.09304629,-11.14716662,-12.94645245,-12.56573959
 01/08  12:00:00,-12.04500251,-11.07037302,-12.89903939,-12.5248013
 01/08  12:10:00,-11.99457441,-10.99408361,-12.85167908,-12.48357626
 01/08  12:20:00,-11.94237446,-10.91760454,-12.80401637,-12.44183716
 01/08  12:30:00,-11.88961565,-10.84070038,-12.75592244,-12.39950605
 01/08  12:40:00,-11.83751258,-10.76349927,-12.70744025,-12.35662022
 01/08  12:50:00,-11.78664678,-10.68616635,-12.65862622,-12.31322738
 01/08  13:00:00,-11.73707071,-10.60880531,-12.60951223,-12.26936015
 01/08  13:10:00,-11.69208141,-10.5324356,-12.56061533,-12.22538123
 01/08  13:20:00,-11.65261039,-10.45763571,-12.51224363,-12.18151847
 01/08  13:30:00,-11.61767829,-10.3845309,-12.46447317,-12.13784813
 01/08  13:40:00,-11.58625788,-10.31321216,-12.41734214,-12.09441715
 01/08  13:50:00,-11.55724856,-10.24360212,-12.37081443,-12.05122385
 01/08  14:00:00,-11.52988773,-10.17559512,-12.32484445,-12.00826191
 01/08  14:10:00,-11.50349124,-10.10908476,-12.279397,-11.96552626
 01/08  14:20:00,-11.47771346,-10.04400766,-12.23445392,-11.92302338
 01/08  14:30:00,-11.45254741,-9.981146728,-12.19001076,-11.88076928
 01/08  14:40:00,-11.42873482,-9.921213334,-12.14623898,-11.83889844
 01/08  14:50:00,-11.40460498,-9.864517801,-12.10326936,-11.7975194
 01/08  15:00:00,-11.38173005,-9.811086442,-12.06116468,-11.75669566
 01/08  15:10:00,-11.3620306,-9.761318316,-12.02022733,-11.71665234
 01/08  15:20:00,-11.34530637,-9.715371069,-11.98062542,-11.67752655
 01/08  15:30:00,-11.33004926,-9.673183729,-11.94239413,-11.63936692
 01/08  15:40:00,-11.31583445,-9.63527347,-11.90574371,-11.60233961
 01/08  15:50:00,-11.30271846,-9.601961717,-11.87080167,-11.56655628
 01/08  16:00:00,-11.290572,-9.573100239,-11.83754849,-11.53202964
 01/08  16:10:00,-11.28152096,-9.549377713,-11.80633836,-11.49902487
 01/08  16:20:00,-11.276158,-9.531108367,-11.77737187,-11.46770576
 01/08  16:30:00,-11.27355523,-9.517998915,-11.75062035,-11.43808211
 01/08  16:40:00,-11.27301905,-9.510327009,-11.72620583,-11.41026356
 01/08  16:50:00,-11.27271589,-9.506386929,-11.70360194,-11.38392171
 01/08  17:00:00,-11.27120451,-9.504687804,-11.68235207,-11.35876724
 01/08  17:10:00,-11.26614127,-9.503838106,-11.66188706,-11.33442682
 01/08  17:20:00,-11.25729017,-9.503153416,-11.64189195,-11.31069017
 01/08  17:30:00,-11.24570633,-9.502427273,-11.62224548,-11.28747413
 01/08  17:40:00,-11.23258701,-9.501647436,-11.60291885,-11.26475118
 01/08  17:50:00,-11.21877808,-9.500846827,-11.58390648,-11.24250905
 01/08  18:00:00,-11.20476454,-9.500056403,-11.56520535,-11.22073708
 01/08  18:10:00,-11.19083964,-9.499312308,-11.54682042,-11.19942893
 01/08  18:20:00,-11.1771814,-9.498647307,-11.52875898,-11.17857917
 01/08  18:30:00,-11.16389816,-9.49808786,-11.51102783,-11.1581819
 01/08  18:40:00,-11.15105741,-9.497655243,-11.49363323,-11.13823097
 01/08  18:50:00,-11.13870222,-9.497367218,-11.47658135,-11.11872034
 01/08  19:00:00,-11.12685958,-9.497238988,-11.4598812,-11.09964437
 01/08  19:10:00,-11.09308996,-9.498533445,-11.4392733,-11.0787855
 01/08  19:20:00,-11.05044042,-9.499654392,-11.41602636,-11.05667092
 01/08  19:30:00,-11.01027289,-9.499484972,-11.39176377,-11.0340556
 01/08  19:40:00,-10.97566419,-9.497727832,-11.36729956,-11.01132934
 01/08  19:50:00,-10.94526866,-9.494519566,-11.34286056,-10.98860525
 01/08  20:00:00,-10.91708749,-9.490086992,-11.31844707,-10.96588653
 01/08  20:10:00,-10.89053295,-9.484809736,-11.29384525,-10.94322431
 01/08  20:20:00,-10.86527718,-9.478926203,-11.26904772,-10.92064905
 01/08  20:30:00,-10.84100159,-9.472553824,-11.24409952,-10.89816963
 01/08  20:40:00,-10.8174259,-9.465754254,-11.21920674,-10.87578474
 01/08  20:50:00,-10.79434677,-9.458571627,-11.19445768,-10.85349039
 01/08  21:00:00,-10.77163433,-9.451045259,-11.16986158,-10.83128247
 01/08  21:10:00,-10.75219218,-9.443995628,-11.14586,-10.80946838
 01/08  21:20:00,-10.73676572,-9.437869488,-11.12270215,-10.78823294
 01/08  21:30:00,-10.72447276,-9.432729392,-11.1004301,-10.76762185
 01/08  21:40:00,-10.71414826,-9.428470111,-11.07899015,-10.74761572
 01/08  21:50:00,-10.70497958,-9.424959751,-11.05831672,-10.72818019
 01/08  22:00:00,-10.69654289,-9.422088166,-11.0383516,-10.70928413
 01/08  22:10:00,-10.62325355,-9.413818919,-11.00698527,-10.68393306
 01/08  22:20:00,-10.52950364,-9.401206932,-10.968383,-10.6542775
 01/08  22:30:00,-10.44955909,-9.386192889,-10.92747028,-10.62314559
 01/08  22:40:00,-10.38969834,-9.369897838,-10.88660056,-10.59190389
 01/08  22:50:00,-10.34305412,-9.352728905,-10.84632747,-10.56088524
 01/08  23:00:00,-10.30220254,-9.334781914,-10.806538,-10.5300363
 01/08  23:10:00,-10.27676023,-9.319672288,-10.76923256,-10.50073217
 01/08  23:20:00,-10.26849344,-9.309316062,-10.73554087,-10.47377131
 01/08  23:30:00,-10.27275323,-9.303854228,-10.7056443,-10.4493178
 01/08  23:40:00,-10.28416627,-9.3026787,-10.67929984,-10.42724771
 01/08  23:50:00,-10.29924546,-9.305092406,-10.65618313,-10.40737663
 01/08  24:00:00,-10.31635051,-9.31052829,-10.63601195,-10.3895425
 01/09  00:10:00,-10.32800847,-9.316745444,-10.61745149,-10.37286908
 01/09  00:20:00,-10.33242407,-9.322474579,-10.59967934,-10.35681148
 01/09  00:30:00,-10.33164704,-9.327392099,-10.58240314,-10.34117249
 01/09  00:40:00,-10.32821116,-9.331587868,-10.56557556,-10.32591655
 01/09  00:50:00,-10.32370514,-9.335226597,-10.54920718,-10.31104704
 01/09  01:00:00,-10.31880635,-9.338433647,-10.53329994,-10.29656234
 01/09  01:10:00,-10.31371127,-9.341281459,-10.5178372,-10.28244912
 01/09  01:20:00,-10.30847311,-9.343816297,-10.50279431,-10.26868894
 01/09  01:30:00,-10.30313394,-9.346075759,-10.48814647,-10.25526331
 01/09  01:40:00,-10.29774138,-9.348094268,-10.4738713,-10.2421553
 01/09  01:50:00,-10.29233613,-9.349903251,-10.45994875,-10.2293496
 01/09  02:00:00,-10.28694523,-9.351530437,-10.44636061,-10.21683213
 01/09  02:10:00,-10.27479379,-9.351234316,-10.43199062,-10.20384947
 01/09  02:20:00,-10.25436056,-9.348110387,-10.41620323,-10.18996203
 01/09  02:30:00,-10.22790352,-9.342152852,-10.39886128,-10.17505966
 01/09  02:40:00,-10.19808323,-9.333691496,-10.38006088,-10.15918876
 01/09  02:50:00,-10.16662568,-9.32312036,-10.35993675,-10.14242393
 01/09  03:00:00,-10.1342702,-9.310736569,-10.3386092,-10.124833
 01/09  03:10:00,-10.10808285,-9.298555628,-10.31726405,-10.10709901
 01/09  03:20:00,-10.08967324,-9.287678399,-10.29659741,-10.08967923
 01/09  03:30:00,-10.07688352,-9.278084818,-10.27679315,-10.07272383
 01/09  03:40:00,-10.06709982,-9.269554581,-10.2578023,-10.05622958
 01/09  03:50:00,-10.05867087,-9.261887583,-10.23952683,-10.04015354
 01/09  04:00:00,-10.05087194,-9.254943294,-10.22188469,-10.02445722
 01/09  04:10:00,-10.04347805,-9.248624782,-10.20481825,-10.00911409
 01/09  04:20:00,-10.03640598,-9.242855484,-10.1882833,-9.994104713
 01/09  04:30:00,-10.02958823,-9.237568761,-10.17224182,-9.97941276
 01/09  04:40:00,-10.02295914,-9.232704953,-10.15665927,-9.965023193
 01/09  04:50:00,-10.0164655,-9.228210905,-10.14150381,-9.950921824
 01/09  05:00:00,-10.0100707,-9.224039739,-10.12674623,-9.937095278
 01/09  05:10:00,-10.00373342,-9.220148163,-10.11235799,-9.923530336
 01/09  05:20:00,-9.997434958,-9.216499048,-10.09831369,-9.910214866
 01/09  05:30:00,-9.991171116,-9.213060819,-10.08459092,-9.897137808
 01/09  05:40:00,-9.984941434,-9.209806284,-10.0711696,-9.884288953
 01/09  05:50:00,-9.978744547,-9.206711751,-10.05803147,-9.871658791
 01/09  06:00:00,-9.972577905,-9.203756465,-10.04515981,-9.859238413
 01/09  06:10:00,-10.01971105,-9.207602561,-10.04099993,-9.852056474
 01/09  06:20:00,-10.07733003,-9.214339464,-10.04141004,-9.84770482
 01/09  06:30:00,-10.11539887,-9.220333737,-10.0422251,-9.843735754
 01/09  06:40:00,-10.13003711,-9.224131705,-10.04161913,-9.839054548
 01/09  06:50:00,-10.12892093,-9.225614555,-10.03926505,-9.833437635
 01/09  07:00:00,-10.11982255,-9.225091848,-10.0353524,-9.826965752
 01/09  07:10:00,-10.11011874,-9.223667376,-10.03057941,-9.820065001
 01/09  07:20:00,-10.10236297,-9.222000796,-10.02537439,-9.81299666
 01/09  07:30:00,-10.09564878,-9.219523431,-10.01971564,-9.805730715
 01/09  07:40:00,-10.08872302,-9.215781467,-10.01350411,-9.798187854
 01/09  07:50:00,-10.08096693,-9.210628521,-10.00667821,-9.790313671
 01/09  08:00:00,-10.07208122,-9.203749591,-9.999133927,-9.782024532
 01/09  08:10:00,-10.04916622,-9.19179754,-9.988822061,-9.771919723
 01/09  08:20:00,-10.00911551,-9.173049295,-9.974580522,-9.759171974
 01/09  08:30:00,-9.95587672,-9.147357801,-9.956164029,-9.743557869
 01/09  08:40:00,-9.894469688,-9.1152034,-9.933728595,-9.725123619
 01/09  08:50:00,-9.828014295,-9.077187546,-9.90750799,-9.703973648
 01/09  09:00:00,-9.757986318,-9.033754568,-9.877699644,-9.68019483
 01/09  09:10:00,-9.762844201,-9.001489799,-9.856878396,-9.661890797
 01/09  09:20:00,-9.793183543,-8.975137014,-9.841062115,-9.646643481
 01/09  09:30:00,-9.808345007,-8.947889968,-9.825379452,-9.631405089
 01/09  09:40:00,-9.799119727,-8.917172263,-9.807579276,-9.614738699
 01/09  09:50:00,-9.772730811,-8.883389736,-9.787309371,-9.596392469
 01/09  10:00:00,-9.73717707,-8.847064219,-9.764718975,-9.576424928
 01/09  10:10:00,-9.69904044,-8.80909983,-9.740291873,-9.555368022
 01/09  10:20:00,-9.660799976,-8.77000248,-9.714317934,-9.533421437
 01/09  10:30:00,-9.622550282,-8.72995037,-9.686901739,-9.510611771
 01/09  10:40:00,-9.583580539,-8.688809083,-9.658048483,-9.486899661
 01/09  10:50:00,-9.543312608,-8.64644149,-9.627754484,-9.462201987
 01/09  11:00:00,-9.500397656,-8.602166509,-9.595872621,-9.436353684
 01/09  11:10:00,-9.45157187,-8.555062488,-9.562242108,-9.408980757
 01/09  11:20:00,-9.396395568,-8.504819338,-9.526628548,-9.379890584
 01/09  11:30:00,-9.336118343,-8.451535416,-9.488938709,-9.349043177
 01/09  11:40:00,-9.272423786,-8.395605182,-9.449213401,-9.316521066
 01/09  11:50:00,-9.206413139,-8.337392912,-9.407524099,-9.282406937
 01/09  12:00:00,-9.139013168,-8.277140274,-9.363931345,-9.246755874
 01/09  12:10:00,-9.074064803,-8.215837062,-9.318959311,-9.209923946
 01/09  12:20:00,-9.013091411,-8.154024961,-9.272933216,-9.172133209
 01/09  12:30:00,-8.955434953,-8.091824352,-9.225955172,-9.133457469
 01/09  12:40:00,-8.900930965,-8.029577551,-9.178168861,-9.094040998
 01/09  12:50:00,-8.849265103,-7.967574704,-9.12967994,-9.053990447
 01/09  13:00:00,-8.799863257,-7.905984238,-9.080553169,-9.013372902
 01/09  13:10:00,-8.752476098,-7.844957098,-9.030878448,-8.972265146
 01/09  13:20:00,-8.706730431,-7.784565388,-8.980710798,-8.930716835
 01/09  13:30:00,-8.662155806,-7.724827217,-8.930083752,-8.888603771
 01/09  13:40:00,-8.61775382,-7.665482856,-8.878941636,-8.845865202
 01/09  13:50:00,-8.572898784,-7.606318117,-8.827239006,-8.802486673
 01/09  14:00:00,-8.527467477,-7.547224607,-8.774960788,-8.758476313
 01/09  14:10:00,-8.484006287,-7.488685031,-8.722516262,-8.714122268
 01/09  14:20:00,-8.443829687,-7.431368173,-8.670245266,-8.669665313
 01/09  14:30:00,-8.406699511,-7.375586139,-8.618292085,-8.625216126
 01/09  14:40:00,-8.372647067,-7.321865571,-8.566838485,-8.580911406
 01/09  14:50:00,-8.341487339,-7.270524817,-8.515996528,-8.536842298
 01/09  15:00:00,-8.312738909,-7.221689234,-8.465823671,-8.493063823
 01/09  15:10:00,-8.285895619,-7.175246014,-8.41631708,-8.449589957
 01/09  15:20:00,-8.26034687,-7.131058884,-8.367465978,-8.406428962
 01/09  15:30:00,-8.235720062,-7.089431624,-8.319363957,-8.363658877
 01/09  15:40:00,-8.211466891,-7.050177373,-8.271990595,-8.321281494
 01/09  15:50:00,-8.187096143,-7.01302323,-8.225300317,-8.279281129
 01/09  16:00:00,-8.162347041,-6.977727997,-8.179250448,-8.237643087
 01/09  16:10:00,-8.142676345,-6.945929873,-8.13469599,-8.196956141
 01/09  16:20:00,-8.129915131,-6.918676214,-8.092189653,-8.157612739
 01/09  16:30:00,-8.122671434,-6.896045295,-8.051868208,-8.119730259
 01/09  16:40:00,-8.118716479,-6.877563432,-8.013631608,-8.083267088
 01/09  16:50:00,-8.116088787,-6.862363312,-7.977261241,-8.048099292
 01/09  17:00:00,-8.113817883,-6.849784487,-7.942585507,-8.014130602
 01/09  17:10:00,-8.106424958,-6.837903704,-7.908680679,-7.980755494
 01/09  17:20:00,-8.09253049,-6.825649302,-7.874996239,-7.947609089
 01/09  17:30:00,-8.073662479,-6.812722234,-7.841355356,-7.914570728
 01/09  17:40:00,-8.05192292,-6.799178291,-7.807761981,-7.881638451
 01/09  17:50:00,-8.028776052,-6.785143949,-7.774260683,-7.848837274
 01/09  18:00:00,-8.005041464,-6.77072733,-7.740890561,-7.816188907
 01/09  18:10:00,-7.980971851,-6.755927905,-7.707656892,-7.783692916
 01/09  18:20:00,-7.956663343,-6.740734795,-7.674564289,-7.751348412
 01/09  18:30:00,-7.932261829,-6.725185591,-7.641625958,-7.719160223
 01/09  18:40:00,-7.907926349,-6.709332788,-7.608860568,-7.687136988
 01/09  18:50:00,-7.883782121,-6.693241538,-7.576287978,-7.655288446
 01/09  19:00:00,-7.859909263,-6.676963563,-7.543926905,-7.623623967
 01/09  19:10:00,-7.699585884,-6.631175063,-7.490882099,-7.577930189
 01/09  19:20:00,-7.498703124,-6.567722958,-7.424824541,-7.523208701
 01/09  19:30:00,-7.330632128,-6.499658073,-7.354534692,-7.465278475
 01/09  19:40:00,-7.209256753,-6.432968429,-7.284745959,-7.406932453
 01/09  19:50:00,-7.120130459,-6.368881458,-7.216650093,-7.348878309
 01/09  20:00:00,-7.046955977,-6.306925948,-7.150057817,-7.291049783
 01/09  20:10:00,-6.989635333,-6.249037522,-7.086028155,-7.234263507
 01/09  20:20:00,-6.947019876,-6.19626177,-7.025140718,-7.179026725
 01/09  20:30:00,-6.915411413,-6.148591821,-6.967433271,-7.125478602
 01/09  20:40:00,-6.890900162,-6.10555767,-6.912701539,-7.07358334
 01/09  20:50:00,-6.870721904,-6.066623865,-6.860700626,-7.023263273
