Date/Time,Environment:Site Sky Temperature [C](Hourly),Outdoor Air Drybulb Temperature [C],Outdoor Air Wetbulb Temperature [C],Outdoor Air Wind Speed [m/s],Outdoor Air Wind Direction [degree]
 06/17  08:00:00,20.92048933,32.77855002,19.17114312,2.462476844,118.75
 06/17  09:00:00,21.35244074,33.77855002,19.31456334,2.370991636,100
 06/17  10:00:00,21.61161158,36.12855002,19.58027232,1.890694295,112.5
 06/17  11:00:00,22.25389677,37.86605002,19.92149996,1.509505929,151.25
 06/17  12:00:00,23.48536912,39.34105002,20.06428811,1.661981275,138.75
 06/17  13:00:00,25.24090113,41.04105002,20.66611962,1.700100112,170
 06/17  14:00:00,25.98962389,41.67855002,21.0352772,1.395149419,100
 06/17  15:00:00,26.90938949,41.99105002,20.735388,1.852575458,235
 06/17  16:00:00,28.56737227,42.55355002,20.75527102,2.805546373,255
 06/17  17:00:00,28.73067616,42.40355002,20.66883896,3.171487204,252.5
 06/17  18:00:00,28.22918545,41.86605002,20.60855854,2.370991636,285
 06/17  19:00:00,27.60240919,41.30355002,20.19611391,3.072378229,275
 06/17  20:00:00,24.91676222,40.01605002,18.87389918,2.980893021,266.25
 06/17  21:00:00,20.89994988,38.00355002,17.29178829,2.119407314,257.5
 06/17  22:00:00,18.34808882,35.80355002,16.60524155,1.890694295,237.5
 06/17  23:00:00,17.07303183,34.29105002,16.12271278,1.509505929,255
 06/17  24:00:00,16.09902511,33.19105002,15.8593455,1.471387092,276.25
 06/18  01:00:00,15.29891236,32.09105002,15.76823042,1.395149419,323.75
 06/18  02:00:00,14.67710991,31.67855002,15.38898815,1.05207989,27.5
 06/18  03:00:00,13.65289877,30.61605002,15.04055219,1.143565098,100
 06/18  04:00:00,13.04556895,29.60355002,15.00795315,1.661981275,92.5
 06/18  05:00:00,12.85728206,28.37855002,14.83483935,1.890694295,76.25
 06/18  06:00:00,12.55038855,27.40355002,14.58611513,2.081288478,86.25
 06/18  07:00:00,12.17147287,27.86605002,14.84339032,2.195644988,90
 06/18  08:00:00,13.55420336,30.02855002,15.42800157,2.386239171,90
 06/18  09:00:00,16.40671809,32.82855002,16.70426715,1.928813132,121.25
 06/18  10:00:00,18.45992461,34.94105002,17.44450348,1.585743602,121.25
 06/18  11:00:00,20.41454338,37.26605002,17.84383171,1.776337785,122.5
 06/18  12:00:00,21.37455124,38.65355002,18.0103857,1.700100112,67.5
 06/18  13:00:00,22.61377438,39.94105002,18.32325336,1.776337785,237.5
 06/18  14:00:00,23.42413729,40.89105002,18.42508371,2.271882661,277.5
 06/18  15:00:00,23.38186917,41.07855002,18.36940457,2.691189863,270
 06/18  16:00:00,23.84502187,41.45355002,18.55540884,3.034259393,251.25
 06/18  17:00:00,23.74007022,41.30355002,18.47150576,2.370991636,252.5
 06/18  18:00:00,22.63706539,40.39105002,18.00398053,2.462476844,285
 06/18  19:00:00,21.69709703,39.60355002,17.60221102,3.415447759,268.75
 06/18  20:00:00,20.35171221,38.37855002,16.97531965,2.599704656,262.5
 06/18  21:00:00,18.81493524,36.71605002,16.54547211,1.280792909,232.5
 06/18  22:00:00,17.16067478,34.70355002,16.10429527,1.524753464,228.75
 06/18  23:00:00,15.34139557,33.19105002,15.12293711,1.890694295,252.5
 06/18  24:00:00,13.60479315,31.40355002,14.43272481,1.700100112,253.75
 06/19  01:00:00,12.26492924,29.82855002,13.98900417,1.395149419,256.25
 06/19  02:00:00,11.95780138,29.37855002,13.81900245,1.661981275,186.25
 06/19  03:00:00,11.43205038,28.37855002,14.10250937,1.700100112,95
 06/19  04:00:00,10.3491972,27.09105002,13.79955922,1.585743602,85
 06/19  05:00:00,9.1808507,25.99105002,13.08900429,1.395149419,76.25
 06/19  06:00:00,8.370431357,25.20355002,12.83484645,2.043169641,80
 06/19  07:00:00,9.373515414,26.35355002,13.21579994,2.310001497,67.5
 06/19  08:00:00,11.3089772,28.55355002,13.69210522,2.005050805,66.25
 06/19  09:00:00,13.20571316,30.81605002,14.34676338,1.890694295,70
 06/19  10:00:00,15.0654847,33.05355002,15.05478403,1.890694295,63.75
 06/19  11:00:00,17.22548041,35.25355002,15.83123374,1.280792909,100
 06/19  12:00:00,18.99193546,37.14105002,16.26577128,1.143565098,252.5
 06/19  13:00:00,20.17947326,38.46605002,16.66585428,1.471387092,287.5
 06/19  14:00:00,21.3296816,40.25355002,17.04503136,1.395149419,308.75
 06/19  15:00:00,21.67612028,41.07855002,16.85942956,1.280792909,308.75
 06/19  16:00:00,22.57254482,41.76605002,17.27436698,1.852575458,270
 06/19  17:00:00,23.04307155,41.49105002,17.82975514,2.805546373,290
 06/19  18:00:00,22.33939278,40.39105002,17.59577632,2.180397453,332.5
 06/19  19:00:00,21.41683831,39.29105002,17.28366044,1.776337785,327.5
 06/19  20:00:00,20.00227013,37.81605002,16.89825662,1.280792909,307.5
 06/19  21:00:00,18.79425552,36.49105002,16.54790362,1.143565098,275
 06/19  22:00:00,17.45383593,34.70355002,16.28784489,1.280792909,247.5
 06/19  23:00:00,15.7080087,32.81605002,15.7299183,1.280792909,240
 06/19  24:00:00,14.32861971,31.86605002,14.9374484,1.280792909,252.5
 06/20  01:00:00,13.44380465,30.99105002,14.39842968,1.05207989,303.75
 06/20  02:00:00,12.69156889,29.82855002,14.29600109,0.343069529,258.75
 06/20  03:00:00,11.57435566,28.37855002,14.13458192,1.181683934,50
 06/20  04:00:00,10.59171357,27.09105002,14.12088633,1.890694295,73.75
 06/20  05:00:00,9.326360524,25.99105002,13.4542601,1.890694295,57.5
 06/20  06:00:00,8.494111646,25.20355002,13.03580866,2.271882661,68.75
 06/20  07:00:00,9.447723588,26.04105002,13.49210531,2.50059568,86.25
 06/20  08:00:00,11.78238636,28.36605002,14.57098786,2.50059568,96.25
 06/20  09:00:00,14.0694545,30.81605002,15.4837603,2.119407314,100
 06/20  10:00:00,16.09512944,33.05355002,16.20877422,1.890694295,112.5
 06/20  11:00:00,18.07911012,35.62855002,16.50506529,1.280792909,82.5
 06/20  12:00:00,19.80583748,37.67855002,16.99308631,1.143565098,160
 06/20  13:00:00,20.61644006,39.34105002,16.90179133,1.852575458,170
 06/20  14:00:00,21.82306377,40.66605002,17.20350689,1.623862439,183.75
 06/20  15:00:00,22.68171709,41.45355002,17.46536874,1.661981275,185
 06/20  16:00:00,23.44407725,41.30355002,17.49672751,1.280792909,232.5
 06/20  17:00:00,24.03490416,41.07855002,17.80368942,2.706437398,276.25
 06/20  18:00:00,23.63439992,40.76605002,17.54442335,2.980893021,273.75
 06/20  19:00:00,22.0360869,39.51605002,16.78431654,2.310001497,276.25
 06/20  20:00:00,20.83318018,37.81605002,15.95860605,1.814456622,292.5
 06/20  21:00:00,19.9170601,36.17855002,15.58911815,1.1664364,256.25
 06/20  22:00:00,18.52595509,34.14105002,15.37069059,1.334159281,255
 06/20  23:00:00,15.99727013,32.96605002,15.07442088,1.776337785,270
 06/20  24:00:00,13.79162215,31.40355002,14.54374344,1.509505929,288.75
 06/21  01:00:00,12.80980291,30.20355002,14.21587553,0.480297341,247.5
 06/21  02:00:00,12.12346961,29.29105002,14.07951943,0,0
 06/21  03:00:00,11.36068418,28.50355002,13.78416882,0,0
 06/21  04:00:00,11.43277117,27.59105002,13.64944343,0.571782549,75
 06/21  05:00:00,11.64816583,26.86605002,13.84974454,1.143565098,120
 06/21  06:00:00,11.04863272,26.30355002,13.59128189,1.471387092,95
 06/21  07:00:00,10.92945485,26.45355002,13.34424821,2.157526151,80
 06/21  08:00:00,13.07999488,27.67855002,13.68544347,2.310001497,80
 06/21  09:00:00,15.77373909,29.71605002,14.15801051,2.005050805,86.25
 06/21  10:00:00,18.23230149,32.26605002,14.91410466,1.509505929,115
 06/21  11:00:00,20.69639477,34.71605002,15.87147577,1.280792909,111.25
 06/21  12:00:00,22.88955643,36.95355002,16.75168163,1.05207989,115
 06/21  13:00:00,23.86676492,38.09105002,16.5393165,1.334159281,178.75
 06/21  14:00:00,24.51602686,39.34105002,16.73178185,1.966931968,47.5
 06/21  15:00:00,25.45166139,40.35355002,17.7158864,1.395149419,170
 06/21  16:00:00,25.72155452,40.57855002,17.86970975,1.524753464,286.25
 06/21  17:00:00,25.65962932,40.89105002,18.12430065,1.890694295,338.75
 06/21  18:00:00,24.82773328,39.70355002,17.89945475,1.700100112,318.75
 06/21  19:00:00,22.7379951,38.50355002,17.18496772,1.585743602,293.75
 06/21  20:00:00,20.15075893,37.27855002,16.85102434,1.1664364,302.5
 06/21  21:00:00,18.50544624,35.61605002,16.81535277,0.914852078,297.5
 06/21  22:00:00,16.75257954,33.60355002,16.37925044,0.914852078,252.5
 06/21  23:00:00,15.0209421,32.09105002,15.53105904,0.914852078,198.75
 06/21  24:00:00,13.65289877,30.99105002,14.78308638,0.914852078,217.5
 06/22  01:00:00,12.45439341,29.82855002,14.24997023,0.343069529,225
 06/22  02:00:00,11.55195585,28.69105002,13.95632945,0.991089751,328.75
 06/22  03:00:00,10.29950735,27.59105002,13.31249808,1.395149419,272.5
 06/22  04:00:00,9.96285037,26.17855002,13.02393914,1.280792909,306.25
 06/22  05:00:00,10.71186,25.57855002,13.03606429,1.280792909,42.5
 06/22  06:00:00,12.49691002,26.26605002,13.22279838,1.471387092,80
 06/22  07:00:00,13.46786095,26.99105002,13.25581894,1.776337785,73.75
 06/22  08:00:00,14.12005479,28.24105002,13.5777129,2.081288478,76.25
 06/22  09:00:00,16.74226801,30.62855002,14.34611505,1.395149419,55
 06/22  10:00:00,19.64796834,33.74105002,15.06112595,1.524753464,247.5
 06/22  11:00:00,21.65110134,35.35355002,16.06241939,2.081288478,262.5
 06/22  12:00:00,23.35735855,36.57855002,16.46422429,2.386239171,240
 06/22  13:00:00,24.41177975,37.55355002,16.58955131,2.50059568,271.25
 06/22  14:00:00,26.00480261,38.46605002,17.05320112,2.50059568,290
 06/22  15:00:00,26.40008268,39.94105002,17.5557321,2.919902883,283.75
 06/22  16:00:00,25.6381658,39.82855002,17.34774079,3.171487204,280
 06/22  17:00:00,26.66148221,40.12855002,17.48898575,2.752180002,280
 06/22  18:00:00,25.71236187,39.82855002,18.05372678,2.691189863,273.75
 06/22  19:00:00,24.76727679,38.69105002,17.8730888,3.034259393,263.75
 06/22  20:00:00,22.27802511,36.90355002,16.91120034,2.942774185,266.25
 06/22  21:00:00,21.17965861,35.39105002,15.69100877,2.424358007,257.5
 06/22  22:00:00,20.24188274,34.60355002,16.01540626,1.814456622,275
 06/22  23:00:00,20.28813086,34.06605002,16.10153749,1.395149419,277.5
 06/22  24:00:00,20.31115183,33.50355002,15.66699657,1.852575458,276.25
 06/23  01:00:00,19.94024025,32.59105002,15.49918051,0.82336687,240
 06/23  02:00:00,19.65511732,31.86605002,15.45834846,0,0
 06/23  03:00:00,18.63759884,31.30355002,15.22609645,1.181683934,37.5
 06/23  04:00:00,16.75257954,30.01605002,14.61094907,1.280792909,72.5
 06/23  05:00:00,15.25214775,29.06605002,14.13111294,1.334159281,61.25
 06/23  06:00:00,14.49201006,28.50355002,13.94052238,1.585743602,81.25
 06/23  07:00:00,14.63086758,28.65355002,14.12407365,1.776337785,87.5
 06/23  08:00:00,15.98202537,30.25355002,14.63938596,1.890694295,86.25
 06/23  09:00:00,18.99973784,33.14105002,15.87785851,1.890694295,77.5
 06/23  10:00:00,21.58579081,35.81605002,16.70860158,1.700100112,70
 06/23  11:00:00,23.77610843,37.36605002,17.18441248,1.395149419,95
 06/23  12:00:00,25.28590445,38.46605002,17.99633646,1.280792909,53.75
 06/23  13:00:00,26.48055468,39.94105002,18.46242423,2.043169641,305
 06/23  14:00:00,26.97310989,40.89105002,18.42508371,2.919902883,272.5
 06/23  15:00:00,27.48076526,41.45355002,18.55540884,3.171487204,292.5
 06/23  16:00:00,27.78535848,41.99105002,18.82095664,2.942774185,275
 06/23  17:00:00,27.68415608,42.17855002,18.65129221,1.852575458,285
 06/23  18:00:00,28.52843569,42.17855002,19.26863883,1.661981275,300
 06/23  19:00:00,28.36867698,41.86605002,19.55969832,2.081288478,243.75
 06/23  20:00:00,29.44344692,40.99105002,18.85287438,3.186734739,153.75
 06/23  21:00:00,30.04484592,38.45355002,18.88905487,2.980893021,138.75
 06/23  22:00:00,29.76784327,37.17855002,18.83503641,2.50059568,162.5
 06/23  23:00:00,29.50963972,36.86605002,18.92874335,2.50059568,145
 06/23  24:00:00,28.68988161,35.61605002,19.310358,4.673369366,136.25
 06/24  01:00:00,26.74156507,34.29105002,19.48479964,4.60475546,133.75
 06/24  02:00:00,24.36399837,33.19105002,19.19324453,3.971982773,142.5
 06/24  03:00:00,21.88313313,32.40355002,18.74593134,3.285843714,150
 06/24  04:00:00,19.82707939,31.49105002,18.41341092,3.034259393,150
 06/24  05:00:00,18.16989632,30.39105002,18.23930532,2.561585819,118.75
 06/24  06:00:00,18.01620269,29.97855002,18.1964762,2.195644988,87.5
 06/24  07:00:00,18.61749053,30.35355002,18.33010278,2.386239171,80
 06/24  08:00:00,19.80583748,31.57855002,18.68664281,2.310001497,73.75
 06/24  09:00:00,20.83317859,33.24105002,18.94231025,2.386239171,63.75
 06/24  10:00:00,22.05968998,34.94105002,19.34488716,1.509505929,100
 06/24  11:00:00,23.16943763,36.26605002,19.44175929,2.706437398,42.5
 06/24  12:00:00,23.48753947,36.67855002,19.36373756,2.980893021,42.5
 06/24  13:00:00,25.56399378,38.36605002,19.79498347,2.119407314,95
 06/24  14:00:00,27.11544997,39.06605002,19.83969882,1.280792909,165
 06/24  15:00:00,28.00608383,39.56605002,19.91175084,1.524753464,202.5
 06/24  16:00:00,27.92606692,39.60355002,20.44907586,3.072378229,37.5
 06/24  17:00:00,27.11495447,39.37855002,20.2694512,3.971982773,66.25
 06/24  18:00:00,25.25907217,38.69105002,20.22386636,4.276933466,63.75
 06/24  19:00:00,23.59141385,37.59105002,20.10485895,3.628913244,72.5
 06/24  20:00:00,24.92442922,36.49105002,20.0837186,2.561585819,80
 06/24  21:00:00,25.26474962,35.76605002,20.11962124,0.82336687,30
 06/24  22:00:00,23.67334166,34.51605002,20.0592276,0,0
 06/24  23:00:00,21.25758162,33.50355002,20.06563421,0,0
 06/24  24:00:00,20.11521975,33.27855002,19.9359879,1.372278117,50
 06/25  01:00:00,19.50052433,32.59105002,19.95784265,1.814456622,117.5
 06/25  02:00:00,17.94515933,31.86605002,19.78473507,0.975842217,108.75
 06/25  03:00:00,16.98405983,31.30355002,19.65250552,1.79158532,83.75
 06/25  04:00:00,16.50876482,30.76605002,19.55953271,1.738218949,48.75
 06/25  05:00:00,16.98279266,30.20355002,19.74773476,1.661981275,61.25
 06/25  06:00:00,17.16443624,29.60355002,19.97576431,1.890694295,86.25
 06/25  07:00:00,17.70231239,30.12855002,20.23518241,2.462476844,71.25
 06/25  08:00:00,18.21753264,31.57855002,20.72035312,3.415447759,53.75
 06/25  09:00:00,18.83854434,32.86605002,20.87103229,2.980893021,43.75
 06/25  10:00:00,19.72018493,33.96605002,20.86426836,2.50059568,52.5
 06/25  11:00:00,20.91818261,35.12855002,21.24871254,1.928813132,41.25
 06/25  12:00:00,22.18927493,36.57855002,21.47791671,2.767427537,55
 06/25  13:00:00,23.5903222,38.24105002,21.61230105,2.485348146,88.75
 06/25  14:00:00,25.61196894,39.56605002,21.72403647,1.890694295,187.5
 06/25  15:00:00,26.48257743,39.97855002,21.73680476,1.700100112,277.5
 06/25  16:00:00,26.17448147,40.66605002,21.95666256,2.348120334,243.75
 06/25  17:00:00,27.11195801,41.45355002,21.87177103,2.043169641,178.75
 06/25  18:00:00,29.28415903,41.67855002,21.73723535,0.594653851,60
 06/25  19:00:00,27.35605809,35.05355002,21.36167572,3.926240169,6.25
 06/25  20:00:00,24.82773328,32.45355002,19.97699157,5.900795904,47.5
 06/25  21:00:00,23.05941484,33.96605002,19.24386774,4.49039895,95
 06/25  22:00:00,21.3285556,33.69105002,19.22651506,3.400200224,97.5
 06/25  23:00:00,21.28736167,32.96605002,19.27605799,1.761090251,52.5
 06/25  24:00:00,21.82645277,32.09105002,19.35758653,0.914852078,178.75
 06/26  01:00:00,22.06249714,31.67855002,19.56025275,1.334159281,296.25
 06/26  02:00:00,20.38966543,30.99105002,19.55626079,1.776337785,207.5
 06/26  03:00:00,17.10389305,30.20355002,19.34919783,0.709010361,63.75
 06/26  04:00:00,15.52878965,29.60355002,19.61770979,0,0
 06/26  05:00:00,15.39138871,29.37855002,19.57232549,1.181683934,25
 06/26  06:00:00,15.50599847,29.75355002,19.19509645,2.081288478,65
 06/26  07:00:00,15.68915613,29.97855002,19.18489761,2.386239171,92.5
 06/26  08:00:00,17.44815368,32.04105002,19.51485243,2.50059568,81.25
 06/26  09:00:00,19.345001,34.34105002,19.51182612,2.919902883,76.25
 06/26  10:00:00,20.85252127,36.04105002,19.77341541,1.761090251,67.5
 06/26  11:00:00,21.86897059,37.36605002,19.82738164,1.524753464,47.5
 06/26  12:00:00,23.18805521,38.77855002,20.1377943,1.890694295,71.25
 06/26  13:00:00,24.45294807,40.12855002,20.60689347,1.700100112,71.25
 06/26  14:00:00,26.67703345,41.57855002,21.10246177,1.776337785,110
 06/26  15:00:00,27.88639779,42.55355002,20.79418453,1.890694295,58.75
 06/26  16:00:00,27.23629949,42.77855002,20.96645311,1.890694295,282.5
 06/26  17:00:00,26.80986637,42.77855002,21.25735118,2.271882661,242.5
 06/26  18:00:00,26.91189357,43.09105002,20.93049677,1.928813132,281.25
 06/26  19:00:00,27.78339633,42.59105002,20.35353894,1.776337785,250
 06/26  20:00:00,27.66283815,41.17855002,19.81865101,1.509505929,226.25
 06/26  21:00:00,26.78866094,39.82855002,19.65590353,0.480297341,221.25
 06/26  22:00:00,25.65757781,38.37855002,19.70639062,0,0
 06/26  23:00:00,24.74593775,36.71605002,20.3683743,0,0
 06/26  24:00:00,24.60037614,36.45355002,19.68913698,0.800495568,272.5
 06/27  01:00:00,23.39817856,35.61605002,18.93950319,0.480297341,217.5
 06/27  02:00:00,22.10449719,34.29105002,18.93488247,0.800495568,278.75
 06/27  03:00:00,21.24416887,33.19105002,18.99130044,2.462476844,142.5
 06/27  04:00:00,18.71367809,32.40355002,18.89288551,2.370991636,83.75
 06/27  05:00:00,18.28193883,31.86605002,18.31061463,2.271882661,73.75
 06/27  06:00:00,18.26117019,30.99105002,17.97412317,2.119407314,63.75
 06/27  07:00:00,18.26178094,30.89105002,18.17273914,1.890694295,53.75
 06/27  08:00:00,19.23536889,32.45355002,18.81394523,1.700100112,75
 06/27  09:00:00,20.02747509,34.71605002,19.40296066,1.395149419,96.25
 06/27  10:00:00,21.73371478,36.26605002,19.63702418,1.05207989,162.5
 06/27  11:00:00,23.69509774,38.74105002,20.15652402,1.334159281,131.25
 06/27  12:00:00,24.64186403,40.35355002,20.40295746,1.585743602,146.25
 06/27  13:00:00,25.65756719,41.57855002,20.50543148,1.776337785,142.5
 06/27  14:00:00,26.86957975,42.86605002,20.93679362,2.081288478,182.5
 06/27  15:00:00,28.00608383,43.27855002,20.9107166,2.805546373,232.5
 06/27  16:00:00,27.51961395,43.27855002,20.752982,2.561585819,258.75
 06/27  17:00:00,26.76888864,43.27855002,20.48740759,2.005050805,263.75
 06/27  18:00:00,27.56014863,43.27855002,20.32873218,2.081288478,260
 06/27  19:00:00,27.29682559,42.59105002,19.96146701,2.005050805,272.5
 06/27  20:00:00,27.31834654,41.49105002,19.6177945,1.280792909,255
 06/27  21:00:00,26.80786922,40.01605002,19.64186016,1.334159281,240
 06/27  22:00:00,26.42105963,38.37855002,20.32796301,1.966931968,246.25
 06/27  23:00:00,26.89102121,37.40355002,20.6211655,1.814456622,256.25
 06/27  24:00:00,29.04068241,36.86605002,20.38513622,1.966931968,272.5
 06/28  01:00:00,29.78723365,36.30355002,20.01928437,2.576833354,273.75
 06/28  02:00:00,28.95049311,35.39105002,19.77929929,1.852575458,276.25
 06/28  03:00:00,28.18854443,34.60355002,19.63530458,1.661981275,280
 06/28  04:00:00,27.3383267,33.69105002,19.44368898,1.890694295,267.5
 06/28  05:00:00,24.58310669,32.59105002,19.03600562,0.709010361,232.5
 06/28  06:00:00,22.29568602,31.86605002,18.92549776,0.571782549,253.75
 06/28  07:00:00,23.37423532,31.99105002,19.04552496,1.143565098,221.25
 06/28  08:00:00,25.98141705,32.86605002,19.41824068,1.471387092,177.5
 06/28  09:00:00,27.58180457,33.96605002,19.60729454,1.776337785,65
 06/28  10:00:00,28.3495598,34.75355002,19.67796491,1.700100112,20
 06/28  11:00:00,28.59108285,34.97855002,19.72665775,1.395149419,181.25
 06/28  12:00:00,28.99106002,36.35355002,20.28149703,1.280792909,318.75
 06/28  13:00:00,30.22002909,38.24105002,20.90114301,2.043169641,312.5
 06/28  14:00:00,30.51834594,39.94105002,21.31842784,3.110497066,307.5
 06/28  15:00:00,28.64263499,40.20355002,21.00780959,2.866536512,287.5
 06/28  16:00:00,28.92651671,40.66605002,20.70313339,2.50059568,292.5
 06/28  17:00:00,29.80749481,40.76605002,20.71689623,2.50059568,306.25
 06/28  18:00:00,31.62525295,40.20355002,20.29737108,2.919902883,278.75
 06/28  19:00:00,32.00222383,39.29105002,19.8468984,2.942774185,260
 06/28  20:00:00,30.91010896,38.19105002,19.52969566,2.805546373,266.25
 06/28  21:00:00,31.57254716,37.40355002,19.37680242,1.852575458,245
 06/28  22:00:00,31.82841226,36.86605002,19.16986624,1.05207989,236.25
 06/28  23:00:00,31.30262517,36.30355002,19.20390964,1.143565098,246.25
 06/28  24:00:00,31.2246954,35.76605002,19.81265448,1.852575458,237.5
 06/29  01:00:00,30.79307908,35.20355002,19.69112829,1.395149419,255
 06/29  02:00:00,30.10395227,34.60355002,19.35976163,1.143565098,295
 06/29  03:00:00,27.03045068,33.69105002,19.34103689,1.661981275,328.75
 06/29  04:00:00,23.00545891,32.96605002,19.28936347,1.509505929,178.75
 06/29  05:00:00,23.622995,32.77855002,19.25233596,1.471387092,332.5
 06/29  06:00:00,27.08021818,32.77855002,19.10033807,1.395149419,235
 06/29  07:00:00,26.6986886,32.40355002,18.75044238,0.480297341,206.25
 06/29  08:00:00,25.55624925,32.17855002,18.4449206,0.571782549,322.5
 06/29  09:00:00,25.39066908,32.86605002,18.98052544,1.143565098,325
 06/29  10:00:00,26.35639536,34.34105002,19.59340213,1.852575458,302.5
 06/29  11:00:00,26.56399744,35.35355002,19.9718142,3.567923105,298.75
 06/29  12:00:00,25.80333699,34.82855002,20.12501476,4.010101609,303.75
 06/29  13:00:00,25.59760128,33.69105002,20.11504915,4.162576956,287.5
 06/29  14:00:00,25.55624925,32.96605002,20.33144583,3.628913244,280
 06/29  15:00:00,26.52038763,32.77855002,20.46217447,5.115547871,286.25
 06/29  16:00:00,28.14569251,32.40355002,20.47676931,4.71911197,296.25
 06/29  17:00:00,27.5379623,32.17855002,20.76313998,3.400200224,300
 06/29  18:00:00,27.82273367,31.86605002,20.8321406,3.55267557,287.5
 06/29  19:00:00,28.02726932,31.30355002,20.62100458,3.78138859,273.75
 06/29  20:00:00,27.78535848,31.07855002,20.53129414,3.400200224,263.75
 06/29  21:00:00,27.48125951,30.76605002,20.4242579,2.561585819,285
 06/29  22:00:00,26.89102248,30.20355002,20.3229002,2.005050805,287.5
 06/29  23:00:00,26.33876625,29.60355002,20.37851626,2.271882661,267.5
 06/29  24:00:00,22.22944149,29.06605002,20.05135639,2.310001497,260
 06/30  01:00:00,20.85252127,28.50355002,19.76730986,1.814456622,266.25
 06/30  02:00:00,19.13254778,27.96605002,19.82162366,1.395149419,238.75
 06/30  03:00:00,16.95971549,27.77855002,19.87459991,0.480297341,217.5
 06/30  04:00:00,16.25916888,27.40355002,20.01160042,0.571782549,335
 06/30  05:00:00,17.36236056,26.86605002,19.93373367,0.343069529,255
 06/30  06:00:00,19.64796834,26.99105002,19.99581777,0.571782549,31.25
 06/30  07:00:00,20.7902157,27.55355002,19.73466622,1.143565098,100
 06/30  08:00:00,21.02876275,29.15355002,20.01953573,1.661981275,136.25
 06/30  09:00:00,21.63224598,30.66605002,20.32135827,1.280792909,108.75
 06/30  10:00:00,22.16945053,32.45355002,20.65490886,1.143565098,33.75
 06/30  11:00:00,22.72387214,34.34105002,20.98266848,1.852575458,272.5
 06/30  12:00:00,23.61293802,35.66605002,21.03382287,2.805546373,232.5
 06/30  13:00:00,23.88789856,36.45355002,21.44176116,2.752180002,240
 06/30  14:00:00,24.55702042,36.99105002,21.559437,3.872873798,277.5
 06/30  15:00:00,25.7200106,37.86605002,21.55965596,3.323962551,281.25
 06/30  16:00:00,26.86957975,38.65355002,21.65696396,2.919902883,276.25
 06/30  17:00:00,27.29880013,38.87855002,21.68533894,2.942774185,255
 06/30  18:00:00,26.17093831,38.19105002,21.42543708,2.424358007,240
 06/30  19:00:00,23.92249021,37.77855002,21.08075508,2.195644988,240
 06/30  20:00:00,24.24000736,37.09105002,20.8899955,2.386239171,240
 06/30  21:00:00,23.73578506,35.61605002,20.8116397,2.50059568,246.25
 06/30  22:00:00,22.97945161,34.54105002,20.6366648,2.386239171,237.5
 06/30  23:00:00,22.55348583,33.84105002,20.55447071,2.203268755,248.75
 06/30  24:00:00,23.04142705,33.14105002,20.38968383,2.020298339,272.5
 07/01  01:00:00,23.59302939,32.37855002,20.06415044,1.87544676,240
 07/01  02:00:00,23.971718,31.64105002,19.89063378,1.715347647,297.5
 07/01  03:00:00,23.74007022,30.94105002,19.67717861,1.532377231,291.25
 07/01  04:00:00,21.77466802,30.24105002,19.63208055,1.349406815,186.25
 07/01  05:00:00,21.60934252,30.35355002,19.56072747,1.05207989,71.25
 07/01  06:00:00,21.69709703,30.20355002,19.345684,0.914852078,46.25
 07/01  07:00:00,22.18927493,29.97855002,19.25706498,1.524753464,63.75
 07/01  08:00:00,23.79969644,30.35355002,19.13872666,1.509505929,115
 07/01  09:00:00,25.11987085,31.26605002,19.00010129,1.661981275,123.75
 07/01  10:00:00,24.76570524,31.99105002,19.02700829,2.691189863,95
 07/01  11:00:00,25.05711163,33.24105002,18.86296131,2.561585819,105
 07/01  12:00:00,27.72998065,37.00355002,19.6071159,2.005050805,195
 07/01  13:00:00,29.76643822,39.94105002,20.70107373,2.081288478,190
 07/01  14:00:00,29.68779225,40.57855002,21.0839958,2.005050805,228.75
 07/01  15:00:00,29.58913022,40.89105002,20.81869455,3.072378229,270
 07/01  16:00:00,29.41004119,41.45355002,20.39702817,2.980893021,288.75
 07/01  17:00:00,28.22628902,40.61605002,19.87243934,2.919902883,281.25
 07/01  18:00:00,28.12782177,39.97855002,19.86889539,2.370991636,288.75
 07/01  19:00:00,29.22914899,39.97855002,20.00063756,2.081288478,281.25
 07/01  20:00:00,28.30391776,39.60355002,19.7821226,0.82336687,236.25
 07/01  21:00:00,26.74704955,38.69105002,19.67603519,0.800495568,43.75
 07/01  22:00:00,26.21583153,37.96605002,19.90080058,2.233763824,76.25
 07/01  23:00:00,26.56399615,35.65355002,20.29155913,4.978320059,73.75
 07/01  24:00:00,28.02335959,35.81605002,20.49104218,5.100300336,126.25
 07/02  01:00:00,30.43148664,35.99105002,20.26252965,3.209606041,143.75
 07/02  02:00:00,28.74986917,35.20355002,20.01737348,1.738218949,318.75
 07/02  03:00:00,24.53819006,33.91605002,20.05669114,1.661981275,182.5
 07/02  04:00:00,22.44653244,32.59105002,20.0416839,0.709010361,15
 07/02  05:00:00,22.87158473,31.86605002,20.06459549,0.991089751,56.25
 07/02  06:00:00,22.78738446,31.99105002,19.75531063,1.776337785,102.5
 07/02  07:00:00,22.78793286,32.55355002,19.66286081,1.700100112,116.25
 07/02  08:00:00,22.66025369,33.46605002,20.06904375,1.776337785,113.75
 07/02  09:00:00,23.73574659,35.25355002,20.56604323,1.890694295,85
 07/02  10:00:00,24.91259386,37.14105002,20.88858551,1.509505929,163.75
