Date/Time,Environment:Site Sky Temperature [C](Hourly),Outdoor Air Drybulb Temperature [C],Outdoor Air Wetbulb Temperature [C],Outdoor Air Wind Speed [m/s],Outdoor Air Wind Direction [degree]
 03/20  24:00:00,0.440484048,12.17855002,5.140210933,1.524753464,233.75
 03/21  01:00:00,-2.109719171,11.49105002,5.289703326,1.509505929,292.5
 03/21  02:00:00,-3.757007283,10.39105002,5.234012942,1.05207989,323.75
 03/21  03:00:00,-4.206031261,9.603550021,5.088429238,0.343069529,255
 03/21  04:00:00,-3.557701624,9.378550021,4.902648035,0.800495568,347.5
 03/21  05:00:00,-1.562830432,9.378550021,5.097626745,2.653071027,327.5
 03/21  06:00:00,1.305180535,9.066050021,5.247604871,3.057130695,261.25
 03/21  07:00:00,-0.543545709,8.503550021,5.185384723,2.233763824,16.25
 03/21  08:00:00,0.777204282,8.653550021,5.375574898,1.280792909,32.5
 03/21  09:00:00,0.906043453,9.941050021,6.132254891,1.334159281,52.5
 03/21  10:00:00,-0.815492826,11.26605002,5.50206124,1.776337785,72.5
 03/21  11:00:00,2.103273507,11.99105002,4.798029372,1.280792909,98.75
 03/21  12:00:00,5.125138587,13.24105002,5.221445357,1.143565098,135
 03/21  13:00:00,4.064765928,14.19105002,5.866380776,2.043169641,168.75
 03/21  14:00:00,3.190039336,14.37855002,6.256852838,1.738218949,192.5
 03/21  15:00:00,3.398755861,14.37855002,6.51229134,1.471387092,206.25
 03/21  16:00:00,3.866210439,14.75355002,6.880327909,1.776337785,222.5
 03/21  17:00:00,2.791886507,14.97855002,6.798929559,1.280792909,273.75
 03/21  18:00:00,1.475552989,14.97855002,6.5689546,0.343069529,247.5
 03/21  19:00:00,0.485045074,14.97855002,6.439361512,0.571782549,0
 03/21  20:00:00,-0.46087667,14.29105002,6.148971378,1.143565098,335
 03/21  21:00:00,-2.02778068,13.50355002,6.033276833,1.280792909,313.75
 03/21  22:00:00,-4.041515348,12.59105002,5.899858095,1.05207989,322.5
 03/21  23:00:00,-4.94575652,11.86605002,5.836566274,1.143565098,317.5
 03/21  24:00:00,-5.462036555,11.30355002,5.623757167,1.280792909,322.5
 03/22  01:00:00,-5.72039705,11.07855002,5.484438894,1.280792909,298.75
 03/22  02:00:00,-3.322957115,11.07855002,5.484438894,1.471387092,267.5
 03/22  03:00:00,1.59645669,10.76605002,5.49530085,1.966931968,241.25
 03/22  04:00:00,-0.350892859,10.20355002,5.256873034,1.623862439,230
 03/22  05:00:00,-5.194277131,9.978550021,4.987998051,1.852575458,230
 03/22  06:00:00,-6.64737669,9.291050021,4.35728804,0.82336687,221.25
 03/22  07:00:00,-6.64737669,9.566050021,4.580111104,0.571782549,328.75
 03/22  08:00:00,-5.924111137,11.04105002,5.107041223,1.334159281,278.75
 03/22  09:00:00,-4.776147511,12.36605002,5.651016425,1.1664364,285
 03/22  10:00:00,-3.223927041,13.77855002,6.671636064,0.914852078,193.75
 03/22  11:00:00,-1.175638548,15.81605002,7.776768106,0.914852078,180
 03/22  12:00:00,-0.215653922,16.99105002,8.108212562,1.334159281,260
 03/22  13:00:00,1.861765822,17.55355002,8.156417242,1.585743602,277.5
 03/22  14:00:00,5.617598059,18.09105002,8.316332732,1.585743602,251.25
 03/22  15:00:00,6.901704675,18.65355002,8.540796462,2.157526151,252.5
 03/22  16:00:00,5.60901553,19.19105002,9.041679885,1.738218949,253.75
 03/22  17:00:00,3.232995404,19.37855002,9.387296852,2.653071027,243.75
 03/22  18:00:00,3.394317496,19.06605002,9.429361272,2.675942329,246.25
 03/22  19:00:00,6.007731245,18.87855002,9.32052671,2.005050805,250
 03/22  20:00:00,5.631190235,18.50355002,8.715878065,1.890694295,237.5
 03/22  21:00:00,4.718396658,18.27855002,8.389568463,1.700100112,223.75
 03/22  22:00:00,4.718396658,17.96605002,8.271942808,1.395149419,163.75
 03/22  23:00:00,5.737019498,17.40355002,8.219706668,1.280792909,117.5
 03/22  24:00:00,8.089055325,16.49105002,8.1708779,1.05207989,91.25
 03/23  01:00:00,2.109049882,15.39105002,7.702538881,1.143565098,92.5
 03/23  02:00:00,0.199664946,14.60355002,7.482112477,1.280792909,81.25
 03/23  03:00:00,0.374048377,13.69105002,7.342782839,1.05207989,70
 03/23  04:00:00,-1.171628849,12.96605002,6.922505145,0.343069529,26.25
 03/23  05:00:00,-3.341288917,12.40355002,6.578038419,0.571782549,25
 03/23  06:00:00,-2.808212572,12.17855002,6.207664743,1.334159281,58.75
 03/23  07:00:00,-3.851332265,11.86605002,6.002876628,1.395149419,76.25
 03/23  08:00:00,-4.0394104,12.67855002,6.626929265,1.852575458,92.5
 03/23  09:00:00,-2.607613043,13.96605002,7.47470747,1.814456622,106.25
 03/23  10:00:00,-0.200434174,15.81605002,8.03261796,0.594653851,41.25
 03/23  11:00:00,1.871955461,17.67855002,8.695665434,0.800495568,0
 03/23  12:00:00,3.214206596,19.34105002,9.252741446,1.471387092,0
 03/23  13:00:00,4.202287648,20.35355002,9.631654558,0.594653851,0
 03/23  14:00:00,5.279969486,20.89105002,9.878580882,0.991089751,328.75
 03/23  15:00:00,5.993901976,21.76605002,10.38351706,1.966931968,272.5
 03/23  16:00:00,6.524271499,22.55355002,10.89680398,1.623862439,275
 03/23  17:00:00,7.74805932,22.77855002,10.92460894,2.043169641,277.5
 03/23  18:00:00,7.474862337,22.40355002,10.72484863,1.738218949,276.25
 03/23  19:00:00,6.321665472,21.49105002,10.30566083,1.280792909,292.5
 03/23  20:00:00,4.79113203,20.39105002,9.849598733,0.480297341,247.5
 03/23  21:00:00,3.580172522,19.29105002,9.620094126,0,0
 03/23  22:00:00,2.214945941,18.50355002,9.488289107,0,0
 03/23  23:00:00,1.715609102,17.59105002,9.300517688,0.800495568,75
 03/23  24:00:00,0.181550063,16.17855002,8.874843105,1.280792909,113.75
 03/24  01:00:00,-1.749613529,14.51605002,8.218679523,0.480297341,41.25
 03/24  02:00:00,-2.188806252,13.87855002,8.159988725,0.571782549,68.75
 03/24  03:00:00,-2.942245907,13.19105002,7.73129366,1.524753464,110
 03/24  04:00:00,-3.725843852,12.40355002,7.294568371,0.709010361,41.25
 03/24  05:00:00,-4.036189302,12.17855002,7.03087332,0,0
 03/24  06:00:00,-4.547224795,11.49105002,6.804506895,0.800495568,62.5
 03/24  07:00:00,-4.802957837,11.07855002,6.920734955,1.05207989,100
 03/24  08:00:00,-3.673487283,12.45355002,7.394919742,1.524753464,106.25
 03/24  09:00:00,-0.937159412,15.40355002,8.721751395,1.280792909,91.25
 03/24  10:00:00,3.444839783,18.36605002,10.20955502,0.914852078,55
 03/24  11:00:00,6.595169329,20.81605002,11.23106372,1.143565098,21.25
 03/24  12:00:00,8.343029176,22.67855002,11.90037746,1.280792909,22.5
 03/24  13:00:00,8.691273588,23.27855002,11.8757721,0.480297341,11.25
 03/24  14:00:00,10.36454448,24.34105002,12.19232484,0,0
 03/24  15:00:00,11.33742681,25.66605002,12.77472376,0.571782549,0
 03/24  16:00:00,10.66365686,26.07855002,12.95806589,0.343069529,0
 03/24  17:00:00,10.30247368,26.07855002,12.95273822,0.800495568,322.5
 03/24  18:00:00,10.0599573,25.76605002,12.7542798,1.471387092,262.5
 03/24  19:00:00,9.1808507,24.82855002,12.40530771,1.776337785,252.5
 03/24  20:00:00,6.992394494,23.37855002,11.83622438,1.700100112,272.5
 03/24  21:00:00,4.661672768,21.40355002,10.96507115,0.594653851,240
 03/24  22:00:00,3.240934501,19.82855002,10.46024062,0.571782549,303.75
 03/24  23:00:00,2.190755403,18.69105002,10.15571973,0.343069529,236.25
 03/24  24:00:00,1.662510326,17.96605002,10.05371772,0.571782549,31.25
 03/25  01:00:00,1.048771591,17.09105002,9.888843253,0.914852078,81.25
 03/25  02:00:00,-0.218552444,15.61605002,9.411252439,0.343069529,37.5
 03/25  03:00:00,-1.060132296,14.97855002,8.796853705,0.800495568,62.5
 03/25  04:00:00,-1.498991559,14.60355002,8.572186585,1.471387092,93.75
 03/25  05:00:00,-2.217471024,13.69105002,8.377010053,1.585743602,96.25
 03/25  06:00:00,-2.410724297,13.65355002,8.132724581,1.966931968,106.25
 03/25  07:00:00,-2.745144504,13.50355002,7.755957517,2.005050805,103.75
 03/25  08:00:00,-1.615098268,14.71605002,8.268690545,1.890694295,100
 03/25  09:00:00,0.827032944,17.26605002,9.530655681,1.890694295,100
 03/25  10:00:00,4.006300791,19.71605002,10.70607419,1.700100112,112.5
 03/25  11:00:00,6.344898782,21.57855002,11.49249449,1.1664364,101.25
 03/25  12:00:00,8.437905084,23.24105002,11.99718475,1.143565098,202.5
 03/25  13:00:00,9.816437064,24.94105002,12.72582074,1.05207989,263.75
 03/25  14:00:00,9.49923034,25.89105002,13.0131561,1.524753464,253.75
 03/25  15:00:00,9.621619399,26.45355002,13.3471208,1.509505929,243.75
 03/25  16:00:00,10.03583025,26.99105002,13.49914955,2.233763824,233.75
 03/25  17:00:00,10.10865991,27.17855002,13.45042951,2.233763824,255
 03/25  18:00:00,9.865644012,26.86605002,13.39095683,1.509505929,288.75
 03/25  19:00:00,8.737609548,25.61605002,12.93183034,1.471387092,300
 03/25  20:00:00,7.149305632,23.91605002,12.3296458,0.594653851,247.5
 03/25  21:00:00,5.661556364,22.27855002,11.76131399,0,0
 03/25  22:00:00,4.356092775,20.99105002,11.0574709,0.571782549,322.5
 03/25  23:00:00,4.022086325,20.57855002,10.97348822,0.914852078,281.25
 03/25  24:00:00,3.187381398,19.51605002,10.71714171,0.343069529,236.25
 03/26  01:00:00,1.979271266,18.19105002,10.32488657,0,0
 03/26  02:00:00,3.155924487,17.40355002,10.02294953,0,0
 03/26  03:00:00,2.791886507,16.17855002,9.692243738,0,0
 03/26  04:00:00,2.66481468,15.20355002,9.324237734,0.571782549,93.75
 03/26  05:00:00,0.519041956,14.97855002,8.962046453,0.914852078,131.25
 03/26  06:00:00,-1.55474956,14.60355002,8.376521089,1.334159281,107.5
 03/26  07:00:00,-2.161295616,14.06605002,8.083339021,1.1664364,100
 03/26  08:00:00,-1.364437821,14.94105002,8.455582531,1.524753464,93.75
 03/26  09:00:00,0.827032944,17.26605002,9.541185449,1.890694295,102.5
 03/26  10:00:00,3.493624149,20.02855002,10.74367471,2.081288478,110
 03/26  11:00:00,5.785944265,22.45355002,11.76428098,1.623862439,122.5
 03/26  12:00:00,7.548893216,24.34105002,12.60795657,1.05207989,161.25
 03/26  13:00:00,9.130499519,26.04105002,13.19764509,2.325249032,211.25
 03/26  14:00:00,9.96285037,26.99105002,13.29292548,2.752180002,248.75
 03/26  15:00:00,10.35067915,27.55355002,13.33047531,2.919902883,285
 03/26  16:00:00,10.97697702,28.09105002,13.71757774,2.942774185,275
 03/26  17:00:00,11.26562882,28.27855002,14.06105813,2.805546373,253.75
 03/26  18:00:00,10.78454249,27.96605002,13.81031038,3.034259393,250
 03/26  19:00:00,9.888970861,27.09105002,13.31721022,2.561585819,256.25
 03/26  20:00:00,8.788159019,25.99105002,12.70504364,2.005050805,253.75
 03/26  21:00:00,7.849867273,25.20355002,12.07868825,0.709010361,228.75
 03/26  22:00:00,5.523554604,22.54105002,11.227543,0,0
 03/26  23:00:00,4.177263733,20.76605002,10.97577205,0.571782549,68.75
 03/26  24:00:00,3.318610058,19.82855002,10.64888204,0.343069529,41.25
 03/27  01:00:00,1.657909343,18.00355002,9.834115219,0,0
 03/27  02:00:00,1.076381347,17.17855002,9.741462772,0.571782549,68.75
 03/27  03:00:00,0.485045074,16.49105002,9.61076181,1.334159281,110
 03/27  04:00:00,-0.46087667,15.39105002,9.281096837,1.585743602,110
 03/27  05:00:00,-1.197357778,14.60355002,8.87785069,1.395149419,116.25
 03/27  06:00:00,-1.306542407,14.75355002,8.61959135,1.280792909,101.25
 03/27  07:00:00,-0.814512815,15.35355002,8.707508708,1.471387092,90
 03/27  08:00:00,0.50960642,15.89105002,8.950835937,2.157526151,96.25
 03/27  09:00:00,2.866612419,18.14105002,9.721195408,2.310001497,106.25
 03/27  10:00:00,5.301000395,20.81605002,10.67217105,1.814456622,110
 03/27  11:00:00,7.273488907,22.67855002,11.69407763,1.395149419,122.5
 03/27  12:00:00,9.056134402,24.71605002,12.32871213,1.471387092,161.25
 03/27  13:00:00,11.51857716,25.89105002,12.75968586,1.395149419,205
 03/27  14:00:00,13.53534784,26.45355002,12.92216124,1.661981275,226.25
 03/27  15:00:00,14.09786288,26.67855002,12.89146422,1.280792909,236.25
 03/27  16:00:00,14.09786288,26.67855002,12.74956588,0.914852078,252.5
 03/27  17:00:00,14.21402594,26.67855002,12.93489762,1.524753464,266.25
 03/27  18:00:00,15.09062412,25.99105002,13.19120754,2.881784046,270
 03/27  19:00:00,15.80333094,24.82855002,12.86251608,2.866536512,282.5
 03/27  20:00:00,15.36741724,23.69105002,12.40706897,3.110497066,283.75
 03/27  21:00:00,14.56117175,22.59105002,12.34294596,2.10415978,273.75
 03/27  22:00:00,13.4658017,22.17855002,12.58707296,1.661981275,195
 03/27  23:00:00,13.67680747,21.49105002,13.31122437,2.462476844,168.75
 03/27  24:00:00,11.96726911,19.70355002,13.43539335,3.224853576,167.5
 03/28  01:00:00,12.23528178,17.81605002,13.64519427,1.303664211,60
 03/28  02:00:00,12.80980291,16.86605002,13.68440711,0,0
 03/28  03:00:00,12.12346961,15.99105002,13.74087481,1.181683934,43.75
 03/28  04:00:00,11.83885772,15.57855002,13.80737858,1.700100112,88.75
 03/28  05:00:00,11.48058965,15.20355002,13.91134583,1.1664364,81.25
 03/28  06:00:00,11.26562882,14.97855002,13.96799831,1.334159281,88.75
 03/28  07:00:00,11.50471445,15.35355002,13.67130505,1.395149419,100
 03/28  08:00:00,11.64816583,15.57855002,13.34723892,1.280792909,118.75
 03/28  09:00:00,11.4090802,15.20355002,13.71284347,1.280792909,120
 03/28  10:00:00,11.86154655,15.66605002,14.03558268,1.280792909,110
 03/28  11:00:00,12.69156673,16.45355002,14.20739528,1.280792909,50
 03/28  12:00:00,12.85728206,16.67855002,14.07792017,1.471387092,43.75
 03/28  13:00:00,13.37314272,17.36605002,13.98720772,1.1664364,33.75
 03/28  14:00:00,14.42136679,18.77855002,13.83130441,1.334159281,23.75
 03/28  15:00:00,13.32008791,20.12855002,13.88115935,1.1664364,13.75
 03/28  16:00:00,12.64488203,20.89105002,13.95808949,0.343069529,3.75
 03/28  17:00:00,11.47555387,21.45355002,13.85489235,0.571782549,322.5
 03/28  18:00:00,10.08323887,21.67855002,13.99472772,1.143565098,256.25
 03/28  19:00:00,9.107870823,20.99105002,14.03679433,0.480297341,221.25
 03/28  20:00:00,6.098162412,19.51605002,14.14580336,1.181683934,37.5
 03/28  21:00:00,4.125133519,18.50355002,13.88419182,1.509505929,72.5
 03/28  22:00:00,3.240934501,17.59105002,13.40159273,1.280792909,55
 03/28  23:00:00,2.849918964,17.17855002,13.22346851,1.471387092,83.75
 03/28  24:00:00,2.587161233,16.86605002,13.09740801,1.585743602,85
 03/29  01:00:00,2.033100765,16.30355002,12.90372739,1.776337785,101.25
 03/29  02:00:00,1.529454791,15.76605002,12.90073646,1.509505929,113.75
 03/29  03:00:00,0.96893827,15.20355002,12.59307026,1.280792909,103.75
 03/29  04:00:00,0.189180006,14.29105002,12.27512707,1.05207989,100
 03/29  05:00:00,-0.134302339,13.87855002,12.19870941,0.914852078,112.5
 03/29  06:00:00,-0.542034789,13.50355002,12.09276113,0.343069529,45
 03/29  07:00:00,-0.514527781,13.65355002,11.94635869,1.181683934,68.75
 03/29  08:00:00,0.457474771,14.94105002,11.79407598,1.890694295,85
 03/29  09:00:00,1.740124372,16.57855002,11.97036908,2.271882661,95
 03/29  10:00:00,3.135107943,18.24105002,12.35138095,1.928813132,110
 03/29  11:00:00,6.101941102,19.56605002,12.58017966,1.585743602,141.25
 03/29  12:00:00,8.417869809,20.66605002,13.08228638,1.395149419,185
 03/29  13:00:00,9.790547728,22.14105002,13.46245283,1.471387092,231.25
 03/29  14:00:00,10.66439139,23.46605002,13.35143591,1.776337785,237.5
 03/29  15:00:00,11.12159627,24.19105002,13.22856947,2.081288478,217.5
 03/29  16:00:00,11.50471445,24.75355002,13.23602574,0.82336687,213.75
 03/29  17:00:00,11.16902595,24.60355002,12.98692002,0.800495568,260
 03/29  18:00:00,9.296930165,24.37855002,13.30754319,1.852575458,250
 03/29  19:00:00,7.725132885,23.69105002,13.44307615,1.814456622,292.5
 03/29  20:00:00,6.724813795,22.59105002,13.06341162,1.395149419,312.5
 03/29  21:00:00,5.713651767,21.49105002,12.58663031,0.480297341,255
 03/29  22:00:00,5.587575471,20.39105002,12.27027926,0,0
 03/29  23:00:00,6.622957269,20.35355002,12.1854618,0.571782549,56.25
 03/29  24:00:00,7.277514063,19.51605002,12.3822812,0.914852078,102.5
 03/30  01:00:00,6.724813795,18.50355002,12.50089377,1.715347647,128.75
 03/30  02:00:00,6.85089299,18.27855002,12.18019801,0.82336687,52.5
 03/30  03:00:00,9.483156083,17.96605002,12.05581794,0.571782549,56.25
 03/30  04:00:00,7.541121464,17.09105002,11.6083,0.343069529,33.75
 03/30  05:00:00,2.799193433,16.30355002,11.38374472,0.800495568,43.75
 03/30  06:00:00,1.555756296,15.76605002,11.0796035,1.05207989,88.75
 03/30  07:00:00,2.846320246,15.89105002,11.36728148,1.524753464,100
 03/30  08:00:00,4.381167382,16.76605002,11.63630358,2.271882661,100
 03/30  09:00:00,6.316705411,17.86605002,11.25336411,1.928813132,106.25
 03/30  10:00:00,7.774863944,19.34105002,11.47403732,1.1664364,66.25
 03/30  11:00:00,9.373515414,21.04105002,11.93418163,0.914852078,176.25
 03/30  12:00:00,10.10865991,22.36605002,12.30893277,1.143565098,342.5
 03/30  13:00:00,9.865644012,23.09105002,12.35313133,0.480297341,266.25
 03/30  14:00:00,10.92504157,23.96605002,12.3913645,1.5628723,291.25
 03/30  15:00:00,12.94622157,24.75355002,12.69696739,3.110497066,250
 03/30  16:00:00,14.88112333,25.35355002,13.09282018,3.857626263,250
 03/30  17:00:00,15.23027727,24.14105002,12.64054729,5.4586174,287.5
 03/30  18:00:00,14.09515984,21.90355002,12.37792841,3.918616402,335
 03/30  19:00:00,12.71372502,20.39105002,11.97942906,3.110497066,21.25
 03/30  20:00:00,10.90007389,19.60355002,11.44304537,1.303664211,15
 03/30  21:00:00,7.505382222,18.69105002,11.0249784,0.800495568,353.75
 03/30  22:00:00,7.568552763,17.96605002,10.71415256,1.05207989,266.25
 03/30  23:00:00,6.281171264,17.40355002,10.49661333,1.334159281,335
 03/30  24:00:00,5.179464187,17.55355002,10.45842971,1.395149419,313.75
 03/31  01:00:00,4.172946361,17.09105002,9.861438008,1.661981275,297.5
 03/31  02:00:00,2.690469796,15.99105002,8.136604713,2.271882661,296.25
 03/31  03:00:00,1.821255171,15.20355002,7.141760435,2.119407314,281.25
 03/31  04:00:00,0.779840755,14.60355002,6.18720229,1.890694295,276.25
 03/31  05:00:00,-2.747653317,13.37855002,5.761291072,2.271882661,248.75
 03/31  06:00:00,-3.309170961,12.40355002,5.278855011,2.119407314,230
 03/31  07:00:00,-2.828491709,12.17855002,4.762331927,2.462476844,242.5
 03/31  08:00:00,-1.888556306,12.86605002,5.503336987,3.034259393,250
 03/31  09:00:00,-0.138186239,13.96605002,6.92715516,2.370991636,262.5
 03/31  10:00:00,1.31457065,15.12855002,7.802235302,1.509505929,263.75
 03/31  11:00:00,2.846320246,15.57855002,8.803243027,3.224853576,247.5
 03/31  12:00:00,3.866210439,15.89105002,9.530730577,4.581884158,246.25
 03/31  13:00:00,6.132732445,16.45355002,9.813786016,4.696240668,243.75
 03/31  14:00:00,6.09027236,14.55355002,8.886874507,4.505646485,146.25
 03/31  15:00:00,5.332926905,12.96605002,8.732838247,2.447229309,77.5
 03/31  16:00:00,7.09251921,13.46605002,8.996193907,1.661981275,51.25
 03/31  17:00:00,7.149305632,15.25355002,9.277749092,2.081288478,27.5
 03/31  18:00:00,5.661556364,15.01605002,9.273760532,2.195644988,57.5
 03/31  19:00:00,5.00050898,14.06605002,9.186019202,1.623862439,67.5
 03/31  20:00:00,3.100860673,13.50355002,9.226384565,0.480297341,22.5
 03/31  21:00:00,2.66481468,13.65355002,9.355796031,0.571782549,81.25
 03/31  22:00:00,3.320376291,13.75355002,9.525139088,1.143565098,142.5
 03/31  23:00:00,2.160092579,13.49105002,9.694453088,1.509505929,131.25
 03/31  24:00:00,0.429801028,13.25355002,9.911981085,1.87544676,120
 04/01  01:00:00,-2.343633084,12.99105002,6.871464287,2.241387592,232.5
 04/01  02:00:00,-3.951588735,12.75355002,4.896176918,2.607328423,275
 04/01  03:00:00,-2.447731077,12.49105002,5.121242532,2.973269254,235
 04/01  04:00:00,-3.117039869,12.25355002,5.310325348,3.339210085,232.5
 04/01  05:00:00,-5.264900226,11.49105002,5.303270729,2.675942329,246.25
 04/01  06:00:00,-6.240917373,10.76605002,5.091116902,1.395149419,170
 04/01  07:00:00,-7.292944235,9.516050021,4.689954903,1.334159281,81.25
 04/01  08:00:00,-6.651977567,9.941050021,5.128813701,1.966931968,93.75
 04/01  09:00:00,-4.807341359,11.95355002,6.133369352,2.005050805,77.5
 04/01  10:00:00,-2.447731077,14.52855002,7.297764013,1.890694295,162.5
 04/01  11:00:00,-1.443767889,15.89105002,7.474409733,2.081288478,252.5
 04/01  12:00:00,0.713062843,17.45355002,8.073697709,2.805546373,236.25
 04/01  13:00:00,2.271127103,18.96605002,8.496160988,3.362081387,227.5
 04/01  14:00:00,2.692264326,19.75355002,8.494179344,4.048220446,226.25
 04/01  15:00:00,4.14602773,20.66605002,8.829065008,5.001191361,236.25
 04/01  16:00:00,5.814005623,20.76605002,9.040224474,5.367132192,240
 04/01  17:00:00,6.348193202,20.57855002,9.051001756,4.94782499,233.75
 04/01  18:00:00,6.474275111,20.20355002,9.02402568,5.115547871,236.25
 04/01  19:00:00,5.27662427,19.29105002,8.45424102,4.376042441,240
 04/01  20:00:00,2.548474921,18.50355002,7.881198813,3.590794407,240
 04/01  21:00:00,1.369973306,17.59105002,7.662741276,2.675942329,227.5
 04/01  22:00:00,1.236607497,16.49105002,7.319327834,2.195644988,220
 04/01  23:00:00,4.401341256,16.07855002,7.140527269,2.195644988,226.25
 04/01  24:00:00,6.474275111,16.07855002,7.316725622,3.186734739,242.5
 04/02  01:00:00,7.795993505,15.76605002,7.62214817,4.353171139,250
 04/02  02:00:00,7.171483897,15.20355002,7.943247879,3.323962551,231.25
 04/02  03:00:00,7.349302209,14.60355002,8.077416913,2.691189863,238.75
 04/02  04:00:00,7.949967614,14.37855002,8.084001209,2.233763824,250
 04/02  05:00:00,8.073909475,14.37855002,8.234841093,2.462476844,243.75
 04/02  06:00:00,7.900128001,14.06605002,8.298628766,2.424358007,258.75
 04/02  07:00:00,7.875444776,13.87855002,8.425443863,2.386239171,257.5
 04/02  08:00:00,7.949967614,13.87855002,8.512231623,3.110497066,243.75
 04/02  09:00:00,8.321009764,14.19105002,8.770002121,3.66703208,240
 04/02  10:00:00,8.91234602,14.75355002,9.157007443,3.400200224,240
 04/02  11:00:00,9.499986272,15.35355002,9.447056241,3.171487204,240
 04/02  12:00:00,9.107870823,14.51605002,9.84005156,2.752180002,302.5
 04/02  13:00:00,8.740692632,13.87855002,10.11439444,2.310001497,333.75
 04/02  14:00:00,8.986242612,14.19105002,10.19325808,2.386239171,292.5
 04/02  15:00:00,9.378101576,14.37855002,10.6772557,4.063467981,276.25
 04/02  16:00:00,8.540536869,13.37855002,10.59578245,5.22990438,305
 04/02  17:00:00,6.568965737,11.71605002,9.196796493,4.757230807,320
 04/02  18:00:00,5.485716045,10.76605002,8.337898247,3.400200224,313.75
 04/02  19:00:00,3.649818281,10.20355002,7.719235502,3.415447759,297.5
 04/02  20:00:00,0.087627485,9.978550021,7.41046867,2.790298838,265
 04/02  21:00:00,-3.68606029,9.291050021,7.12019612,2.195644988,250
 04/02  22:00:00,-6.921944947,7.816050021,6.412842091,1.814456622,237.5
 04/02  23:00:00,-8.056250477,7.178550021,5.932935536,1.395149419,205
 04/02  24:00:00,-8.204380794,7.178550021,5.692410323,1.05207989,202.5
 04/03  01:00:00,-8.59071834,6.866050021,5.457013857,1.524753464,147.5
 04/03  02:00:00,-9.06826849,6.303550021,5.156888489,2.271882661,78.75
 04/03  03:00:00,-9.54842354,5.766050021,4.868939113,1.928813132,72.5
 04/03  04:00:00,-10.18302846,5.203550021,4.408843268,1.776337785,67.5
 04/03  05:00:00,-10.76042845,4.603550021,4.004973506,1.700100112,91.25
 04/03  06:00:00,-11.09645082,4.378550021,3.715499128,1.776337785,122.5
 04/03  07:00:00,-11.18830284,4.378550021,3.609953303,1.700100112,98.75
 04/03  08:00:00,-9.676359787,5.816050021,4.717116947,1.776337785,92.5
 04/03  09:00:00,-7.297650658,8.053550021,6.200219509,1.890694295,118.75
 04/03  10:00:00,-4.839792406,10.62855002,7.384461152,1.280792909,92.5
 04/03  11:00:00,-2.776602233,13.05355002,8.11899259,1.715347647,182.5
 04/03  12:00:00,-1.417859469,14.56605002,8.631128645,2.386239171,243.75
 04/03  13:00:00,0.078256942,16.35355002,9.176320207,2.50059568,271.25
 04/03  14:00:00,0.324443538,17.17855002,8.828615723,1.928813132,277.5
 04/03  15:00:00,1.942923941,18.24105002,8.985916702,2.348120334,282.5
 04/03  16:00:00,4.096275431,19.56605002,9.435142021,2.424358007,265
 04/03  17:00:00,4.846706866,19.97855002,9.222425982,3.377328922,256.25
 04/03  18:00:00,5.179464187,19.97855002,8.93109063,3.285843714,285
 04/03  19:00:00,3.911976789,19.29105002,8.527542918,2.424358007,188.75
 04/03  20:00:00,3.190039336,18.19105002,8.443057852,1.814456622,112.5
 04/03  21:00:00,0.733985678,16.71605002,8.283806891,2.157526151,131.25
 04/03  22:00:00,-1.472811069,15.01605002,8.137651105,2.310001497,120
 04/03  23:00:00,-2.579063028,13.69105002,7.78829202,2.576833354,107.5
 04/03  24:00:00,-3.557697508,12.59105002,7.311707255,3.034259393,100
 04/04  01:00:00,-4.177902974,11.86605002,7.013907085,2.942774185,93.75
 04/04  02:00:00,-4.775051682,11.30355002,6.754054134,2.805546373,90
 04/04  03:00:00,-6.04139883,10.01605002,6.107999076,2.61495219,77.5
 04/04  04:00:00,-7.232848453,8.691050021,5.404154539,2.691189863,76.25
 04/04  05:00:00,-8.324795538,7.591050021,4.834653385,2.233763824,111.25
 04/04  06:00:00,-8.471734597,7.553550021,4.696630316,1.280792909,130
 04/04  07:00:00,-7.997394598,8.091050021,4.903043237,1.334159281,117.5
 04/04  08:00:00,-6.507701644,9.716050021,5.719487838,0.975842217,103.75
 04/04  09:00:00,-4.017526988,12.64105002,6.798567731,1.600991137,106.25
 04/04  10:00:00,-1.751662421,14.94105002,7.866183755,1.395149419,190
 04/04  11:00:00,0.612347513,17.64105002,8.954608891,1.334159281,310
 04/04  12:00:00,1.582862162,19.19105002,9.009623028,1.395149419,247.5
 04/04  13:00:00,2.243544003,20.12855002,9.120379394,1.661981275,260
 04/04  14:00:00,3.552333591,21.95355002,9.704433269,1.890694295,296.25
 04/04  15:00:00,4.614718825,23.46605002,10.09968113,1.509505929,256.25
 04/04  16:00:00,5.30692808,24.19105002,10.3729757,2.233763824,230
 04/04  17:00:00,5.281660693,24.06605002,10.42464633,2.424358007,273.75
 04/04  18:00:00,4.872198772,23.50355002,10.1616734,2.195644988,281.25
 04/04  19:00:00,4.331749923,22.96605002,9.958630531,2.386239171,263.75
 04/04  20:00:00,3.318610058,21.71605002,9.499579014,1.928813132,253.75
 04/04  21:00:00,2.058008463,20.39105002,8.807312136,1.585743602,275
 04/04  22:00:00,1.449806627,19.60355002,8.61922129,1.1664364,120
 04/04  23:00:00,0.022068578,17.69105002,8.285232501,1.715347647,77.5
